NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Date
-0.0177,-0.0070999999999999995,-0.0229,-0.024300000000000002,-0.0196,0.001,-0.024300000000000002,-0.0264,0.0143,-0.0031,1979-05-01
0.0331,0.0301,0.035,0.0926,0.005,0.0192,0.0286,0.0483,0.049699999999999994,0.0703,1979-06-01
0.0203,0.0206,0.0203,0.0158,-0.0151,-0.0011,0.0118,0.0015,0.0208,0.0332,1979-07-01
0.0755,0.047,0.07719999999999999,0.0789,0.0593,0.015300000000000001,0.0889,0.08560000000000001,0.0204,0.0582,1979-08-01
-0.0187,0.0042,-0.0072,0.0592,-0.0175,-0.0239,-0.0076,-0.0055000000000000005,-0.0217,-0.0069,1979-09-01
-0.0766,-0.094,-0.08839999999999999,-0.0255,-0.07730000000000001,-0.050499999999999996,-0.08900000000000001,-0.0434,-0.057999999999999996,-0.1017,1979-10-01
0.051399999999999994,-0.022000000000000002,0.0473,0.08900000000000001,0.0816,0.04019999999999999,0.0384,0.0877,0.0774,0.0703,1979-11-01
0.0338,0.0337,0.0446,0.0248,0.018000000000000002,-0.015300000000000001,0.030699999999999998,0.0208,-0.009899999999999999,0.04190000000000001,1979-12-01
0.031200000000000002,0.0909,0.0707,0.1422,0.0736,-0.0206,0.0131,-0.0129,0.015600000000000001,0.0554,1980-01-01
-0.048499999999999995,-0.063,-0.025,0.1294,-0.0355,-0.0148,-0.048499999999999995,-0.0463,-0.0339,-0.0339,1980-02-01
-0.08130000000000001,-0.08789999999999999,-0.1176,-0.1789,-0.1266,-0.0262,-0.0864,-0.0282,-0.0659,-0.12269999999999999,1980-03-01
0.0649,-0.0177,0.0321,0.06860000000000001,0.0072,0.0732,0.0336,0.0429,0.12,0.060599999999999994,1980-04-01
0.0794,0.0433,0.0623,0.0409,0.0482,0.05,0.1073,0.0696,0.045899999999999996,0.0812,1980-05-01
0.029900000000000003,0.0279,0.023399999999999997,0.0583,0.030299999999999997,-0.0058,0.0241,0.0022,0.0454,0.051,1980-06-01
0.0776,0.1174,0.1084,0.020099999999999996,0.1548,0.01,0.10830000000000001,0.0888,-0.001,0.069,1980-07-01
0.0143,0.0149,0.0158,0.0366,0.0366,0.063,0.018600000000000002,0.0027,-0.011699999999999999,0.0273,1980-08-01
0.0027,0.0098,0.0285,0.0652,0.0199,-0.0161,0.0128,0.0362,0.0015,0.0381,1980-09-01
0.0029,-0.0172,0.0043,0.0774,0.0197,-0.0325,-0.0115,-0.0124,0.0194,0.016399999999999998,1980-10-01
0.0091,0.0492,0.084,0.2429,0.0984,0,0.026000000000000002,0.0886,0.0738,0.0771,1980-11-01
0.0101,-0.0109,-0.0207,-0.1059,-0.011699999999999999,0.0083,-0.0137,0.045899999999999996,-0.0195,2e-4,1980-12-01
0.020099999999999996,-0.022400000000000003,-0.0196,-0.1015,-0.0809,0.0554,0.004699999999999999,-0.0161,-0.025699999999999997,-0.0323,1981-01-01
0.0248,0.0644,0.0436,-0.0044,0.004699999999999999,0.0215,0.027000000000000003,0.018500000000000003,-0.0127,0.0171,1981-02-01
0.0692,0.0699,0.059699999999999996,-0.0226,0.0499,0.011699999999999999,0.1272,0.059000000000000004,0.0298,0.0842,1981-03-01
0.0116,0.018799999999999997,-0.009399999999999999,-0.0754,0.0017000000000000001,0.0621,0.031,0.030299999999999997,-0.0268,0.0087,1981-04-01
0.026600000000000002,0.0286,-0.0037,-0.0387,0.042300000000000004,0.07139999999999999,0.0282,0.0344,0.0182,0.028399999999999998,1981-05-01
-0.0021,-0.042800000000000005,-0.0131,0.047,-0.0672,-0.0192,-0.014199999999999999,-0.0558,0.0344,-0.0138,1981-06-01
-0.0064,-0.0291,-0.0287,0.0793,-0.0379,0.0037,-0.034,-0.039,0.027999999999999997,-0.0271,1981-07-01
-0.0507,-0.079,-0.0689,-0.06280000000000001,-0.073,-0.008100000000000001,-0.055999999999999994,-0.07730000000000001,-0.0083,-0.0552,1981-08-01
-0.0218,-0.0297,-0.07150000000000001,-0.12279999999999999,-0.039,0.028399999999999998,-0.0364,-0.0128,-0.0553,-0.054400000000000004,1981-09-01
0.0741,-0.0415,0.0368,0.0992,0.0521,0.0602,0.0677,0.0795,0.048799999999999996,0.0716,1981-10-01
0.0265,0.048499999999999995,0.0452,0.069,0.015,0.027000000000000003,0.010700000000000001,0.0392,0.0592,0.050499999999999996,1981-11-01
-0.0181,0.0048,-0.0166,-0.0654,-3e-4,-0.014499999999999999,-0.0194,-0.0073,-0.0233,-0.0379,1981-12-01
-0.0092,0.011699999999999999,-0.0331,-0.08460000000000001,0.0273,0.0068000000000000005,0.0012,0.0143,-0.0067,-0.0323,1982-01-01
-0.0197,-0.0204,-0.0562,-0.1109,-0.053,-0.056799999999999996,-0.013600000000000001,-0.018000000000000002,-0.0036,-0.038900000000000004,1982-02-01
0.0245,0.0349,-0.0178,-0.0365,-0.0359,0.020499999999999997,0.042199999999999994,-0.0255,0.0166,-0.0131,1982-03-01
0.0667,0.0444,0.032400000000000005,0.0434,0.07440000000000001,-0.0018,0.0541,0.0739,0.0384,0.0371,1982-04-01
-0.0326,-0.019299999999999998,-0.0471,0.0231,-0.0541,-0.0102,-0.027200000000000002,-0.030299999999999997,-0.0052,-0.0547,1982-05-01
0.0167,0.0265,-0.0258,-0.0625,-0.023799999999999998,-0.0245,0.026699999999999998,-0.0075,-0.022099999999999998,-0.0242,1982-06-01
-0.0046,-0.0033,-0.0232,-0.0791,0.0152,0.012,0.0021,0.0079,-0.025699999999999997,-0.030299999999999997,1982-07-01
0.0917,0.1374,0.13970000000000002,0.0969,0.12789999999999999,0.1084,0.1258,0.12369999999999999,0.12,0.11359999999999999,1982-08-01
0.0525,-0.0073,-0.0108,0.0177,0.011699999999999999,0.009899999999999999,0.0475,0.013600000000000001,0.0106,0.0418,1982-09-01
0.1058,0.1655,0.1306,0.0558,0.1698,0.0812,0.16870000000000002,0.08199999999999999,0.0473,0.1574,1982-10-01
0.051699999999999996,0.0824,0.0579,-0.044000000000000004,0.10679999999999999,0.059500000000000004,0.1118,0.052000000000000005,0.0016,0.0764,1982-11-01
0.0097,0.030299999999999997,0.0073,0.0554,0.0265,-0.0123,-0.0209,0.0058,0.0432,-0.0134,1982-12-01
-0.0101,0.051699999999999996,0.050199999999999995,0.0362,0.08380000000000001,0.1244,0.0129,0.014199999999999999,0.036699999999999997,0.027999999999999997,1983-01-01
0.038,0.0363,0.040999999999999995,-0.0059,0.0359,-0.0036,0.079,0.028399999999999998,0.0159,0.045599999999999995,1983-02-01
0.0747,-0.011399999999999999,0.021,0.059699999999999996,0.0067,0.0064,0.0851,0.0452,0.0027,0.0496,1983-03-01
0.061900000000000004,0.10880000000000001,0.0633,0.09380000000000001,0.07490000000000001,0.051399999999999994,0.0857,0.050499999999999996,0.047599999999999996,0.08310000000000001,1983-04-01
-0.0095,-0.0207,0.0199,0.013500000000000002,0.0282,-0.0131,0.0048,-0.0273,0.026000000000000002,0.024300000000000002,1983-05-01
0.03,0.1041,0.0159,0.0641,0.0613,0.0017000000000000001,0.0611,0.0691,-0.0054,0.0168,1983-06-01
-0.0265,-0.039,-0.0258,-0.0226,-0.0536,-0.051699999999999996,-0.0327,-0.056799999999999996,0.0103,-0.0366,1983-07-01
0.0070999999999999995,-0.023799999999999998,0.0062,0.0683,-0.0111,0.022000000000000002,-0.0473,-0.0101,0.0152,-0.0072,1983-08-01
0.0466,0.043899999999999995,0.0226,-0.0463,0.0215,0.0226,0.0218,0.013000000000000001,0.0466,0.0158,1983-09-01
-0.0021,4e-4,-0.0229,-0.020499999999999997,-0.0694,-0.052000000000000005,-0.0176,-0.0218,0.030699999999999998,-0.0406,1983-10-01
0.023,0.042300000000000004,0.0646,-0.0043,0.023399999999999997,0.0317,0.0446,-0.0301,-0.0161,0.0471,1983-11-01
-0.0048,0.0092,-0.011200000000000002,0.021,0.0036,-0.0154,-0.0471,-0.0358,-0.0369,-0.0087,1983-12-01
-0.0069,-0.0538,-0.035,0.1011,-0.062,0.0409,-0.0588,-0.0062,0.014499999999999999,-0.016399999999999998,1984-01-01
-0.0572,-0.060899999999999996,-0.066,0.0387,-0.0593,-0.0368,-0.044500000000000005,-0.0203,-0.0333,-0.0492,1984-02-01
0.016200000000000003,0.0034999999999999996,0.0329,0.0026,0.0179,-0.0424,0.0121,-0.0067,-0.0029,0.024399999999999998,1984-03-01
0.005699999999999999,0.0132,-0.0013,0.0398,-0.0043,0.0218,0.0031,0.0232,-0.0048,-0.0204,1984-04-01
-0.0241,-0.057699999999999994,-0.057800000000000004,-0.0504,-0.0556,-0.035,-0.0516,-0.0645,-0.008,-0.0687,1984-05-01
0.0633,0.021099999999999997,0.0319,-0.0218,0.0176,0.12279999999999999,0.0742,0.038599999999999995,0.0045000000000000005,0.0222,1984-06-01
-0.016,0.0253,-0.0147,-0.0746,-0.0245,0.0281,0.0012,-0.037599999999999995,-1e-4,-0.0182,1984-07-01
0.08710000000000001,0.1001,0.1189,0.13970000000000002,0.13949999999999999,0.0672,0.0987,0.1043,0.0776,0.1118,1984-08-01
0.0126,-0.002,-0.0255,0.022400000000000003,-0.039900000000000005,0.028999999999999998,8e-4,-0.044199999999999996,0.0482,0.0219,1984-09-01
0.0138,0.0215,0.005600000000000001,-0.0447,-0.0049,-0.008100000000000001,-0.0074,0.0166,0.0334,0.0073,1984-10-01
0.0038,-0.0302,-0.0134,-0.0102,-0.0384,-0.0024,-0.0292,-8e-4,0.030600000000000002,-0.003,1984-11-01
0.025,0.0461,0.0215,-0.0054,0.0254,0.051,0.0077,0.0274,0.0263,0.0373,1984-12-01
0.049,0.0984,0.08470000000000001,0.0654,0.1261,0.058499999999999996,0.1319,0.08289999999999999,0.0239,0.09820000000000001,1985-01-01
0.0508,-0.015700000000000002,0.0134,0.0387,-0.0132,0.0269,0.0209,0.0358,0.0138,0.0213,1985-02-01
0.0463,-0.0526,-0.0278,0.014499999999999999,-0.0602,0.0547,-0.0060999999999999995,0.030699999999999998,0.061,-0.0015,1985-03-01
-0.0212,-0.0345,-0.0149,0.0381,-0.0364,0.009000000000000001,9e-4,-0.0177,0.0161,0.014199999999999999,1985-04-01
0.08,0.0593,0.060899999999999996,0.0075,0.028399999999999998,0.0663,0.0962,0.09449999999999999,0.0545,0.0633,1985-05-01
0.0276,0.015,0.015,-0.0076,-0.0070999999999999995,0.0409,0.0161,0.022799999999999997,0.0363,0.0297,1985-06-01
-0.0262,0.0239,0.0341,-0.0059,0.0441,-0.0455,-0.0398,-0.0046,-0.047,-0.0017000000000000001,1985-07-01
0.0074,-0.0264,-0.011399999999999999,0.0155,-0.0254,0.0054,-0.0060999999999999995,-0.008100000000000001,0.0191,-0.0049,1985-08-01
-0.0064,-0.0329,-0.0398,-0.013000000000000001,-0.0473,-0.0418,-0.0434,-0.0392,-0.0535,-0.0496,1985-09-01
0.036000000000000004,0.0085,0.032799999999999996,0.059500000000000004,0.0301,0.0408,0.06849999999999999,0.0319,0.0632,0.064,1985-10-01
0.08560000000000001,0.09939999999999999,0.0794,0.0034000000000000002,0.0864,0.0742,0.0799,0.0975,0.0424,0.07429999999999999,1985-11-01
0.0545,0.0719,0.0451,-0.0275,0.0827,0.061500000000000006,0.0455,0.0352,0.048499999999999995,0.0449,1985-12-01
